Name:          CPS_Guarus  
Optimal value:             
#Vehicles:     -1          
Capacity:      10000       
Depot Node:    7           
#Nodes:        279     
#Edges:        329         
#Arcs:         114         
#Required N:   0           
#Required E:   310         
#Required A:   92              

ReN.     DEMAND   S.COST  

ReE.     From N.  To N.    T. COST  DEMAND   S.COST  
E75      214      245      0.12     26.39    0.32    
E76      9        18       0.23     51.29    0.62    
E77      9        149      0.13     29.86    0.36    
E78      9        157      0.21     47.46    0.57    
E79      9        220      0.13     28.56    0.34    
E80      10       18       0.22     48.48    0.58    
E81      10       132      0.14     30.17    0.36    
E82      10       138      0.38     84.14    1.01    
E83      11       45       0.15     34.32    0.41    
E84      11       12       0.11     23.70    0.28    
E85      11       249      0.35     76.92    0.92    
E86      12       41       0.26     57.86    0.70    
E87      12       278      0.47     104.76   1.26    
E88      263      264      0.17     37.03    0.45    
E89      265      266      0.30     66.66    0.80    
E90      267      268      0.12     26.62    0.32    
E91      269      270      0.05     11.28    0.14    
E92      278      279      0.07     14.47    0.17    
E93      248      249      0.47     104.97   1.26    
E94      228      240      0.12     27.35    0.33    
E95      228      229      0.22     48.80    0.59    
E96      229      241      0.13     28.75    0.35    
E97      229      230      0.23     50.84    0.61    
E98      230      231      0.21     47.53    0.57    
E99      232      233      0.18     40.22    0.48    
E100     232      235      0.17     37.59    0.45    
E101     233      234      0.09     19.38    0.23    
E102     233      236      0.16     36.36    0.44    
E103     235      236      0.13     29.21    0.35    
E104     236      237      0.09     19.69    0.24    
E105     13       167      0.23     50.96    0.61    
E106     46       174      0.69     152.58   1.83    
E107     46       52       0.41     91.12    1.10    
E108     46       170      0.52     115.32   1.39    
E109     47       48       0.08     17.46    0.21    
E110     48       58       0.34     75.14    0.90    
E111     48       55       0.50     110.65   1.33    
E112     49       176      0.13     27.90    0.34    
E113     49       50       0.30     66.29    0.80    
E114     49       56       0.22     49.68    0.60    
E115     50       176      0.25     55.45    0.67    
E116     50       179      0.29     63.38    0.76    
E117     51       54       0.17     37.07    0.45    
E118     51       274      0.32     71.90    0.86    
E119     51       59       0.48     106.35   1.28    
E120     52       177      0.47     103.82   1.25    
E121     52       66       0.43     94.57    1.14    
E122     53       243      0.48     105.92   1.27    
E123     53       178      0.34     75.02    0.90    
E124     53       173      0.50     110.06   1.32    
E125     53       197      0.67     148.11   1.78    
E126     54       65       0.27     59.97    0.72    
E127     54       57       0.30     67.15    0.81    
E128     55       273      0.21     45.55    0.55    
E129     55       218      0.45     99.53    1.20    
E130     56       176      0.18     39.15    0.47    
E131     56       181      0.43     94.68    1.14    
E132     57       218      0.31     69.75    0.84    
E133     57       219      0.21     46.44    0.56    
E134     57       62       0.29     64.67    0.78    
E135     58       60       0.06     14.41    0.17    
E136     59       70       0.29     64.03    0.77    
E137     59       66       0.68     151.75   1.82    
E138     60       73       0.38     84.38    1.01    
E139     61       102      1.39     309.09   3.72    
E140     63       176      0.26     57.22    0.69    
E141     63       179      0.36     79.85    0.96    
E142     63       186      0.26     56.60    0.68    
E143     63       187      0.61     134.93   1.62    
E144     66       69       0.06     13.99    0.17    
E145     67       68       0.04     9.62     0.12    
E146     68       83       0.46     102.32   1.23    
E147     69       74       0.14     30.61    0.37    
E148     69       77       0.28     62.99    0.76    
E149     70       71       0.04     9.83     0.12    
E150     71       98       0.75     166.02   2.00    
E151     72       272      0.05     10.07    0.12    
E152     72       101      0.72     160.09   1.92    
E153     73       103      0.97     214.82   2.58    
E154     73       78       0.40     89.57    1.08    
E155     74       76       0.04     9.06     0.11    
E156     75       182      0.23     51.75    0.62    
E157     75       189      0.08     18.64    0.22    
E158     75       191      0.05     10.88    0.13    
E159     78       112      1.04     231.60   2.78    
E160     78       112      1.04     231.60   2.78    
E161     79       81       0.05     10.27    0.12    
E162     79       243      0.13     29.25    0.35    
E163     80       89       0.30     66.02    0.79    
E164     80       186      0.25     54.65    0.66    
E165     80       189      0.28     63.04    0.76    
E166     80       203      0.61     134.69   1.62    
E167     81       204      0.26     57.63    0.69    
E168     82       84       0.05     10.12    0.12    
E169     84       239      0.10     22.38    0.27    
E170     85       86       0.05     10.04    0.12    
E171     86       123      0.72     160.08   1.92    
E172     87       88       0.05     10.00    0.12    
E173     87       191      0.34     74.45    0.89    
E174     88       118      0.54     119.65   1.44    
E175     89       90       0.04     9.95     0.12    
E176     90       110      0.36     79.35    0.95    
E177     93       95       0.04     9.03     0.11    
E178     95       102      0.34     74.60    0.90    
E179     101      121      0.30     67.04    0.81    
E180     102      105      0.14     31.22    0.38    
E181     8        45       0.31     69.46    0.83    
E182     8        13       0.06     12.29    0.15    
E183     103      108      0.12     26.00    0.31    
E184     103      105      0.37     82.12    0.99    
E185     104      257      0.02     3.36     0.04    
E186     105      115      0.14     31.86    0.38    
E187     107      109      0.34     75.80    0.91    
E188     107      137      0.63     139.74   1.68    
E189     107      204      0.37     82.92    1.00    
E190     107      207      0.33     73.36    0.88    
E191     108      119      0.18     39.11    0.47    
E192     108      112      0.32     70.26    0.84    
E193     109      133      0.48     106.91   1.28    
E194     109      205      0.37     82.05    0.99    
E195     111      114      0.04     9.40     0.11    
E196     113      117      0.04     9.19     0.11    
E197     114      125      0.79     174.84   2.10    
E198     115      119      0.32     72.02    0.87    
E199     115      125      0.24     52.31    0.63    
E200     116      129      0.33     72.62    0.87    
E201     119      127      0.22     49.76    0.60    
E202     120      122      0.04     8.21     0.10    
E203     122      134      0.33     73.77    0.89    
E204     124      126      0.04     9.22     0.11    
E205     125      127      0.22     49.84    0.60    
E206     127      138      0.25     56.47    0.68    
E207     128      239      0.80     178.38   2.14    
E208     129      131      0.05     11.86    0.14    
E209     129      134      0.37     82.66    0.99    
E210     130      147      0.34     75.32    0.91    
E211     131      257      0.79     174.68   2.10    
E212     131      140      0.39     87.13    1.05    
E213     132      228      0.13     29.33    0.35    
E214     132      143      0.22     48.75    0.59    
E215     134      140      0.18     38.84    0.47    
E216     134      147      0.69     152.62   1.83    
E217     135      136      0.04     9.98     0.12    
E218     136      151      0.43     95.84    1.15    
E219     137      139      0.05     11.10    0.13    
E220     139      153      0.37     80.98    0.97    
E221     140      158      0.79     176.22   2.12    
E222     141      142      0.05     10.58    0.13    
E223     141      144      0.11     23.85    0.29    
E224     142      146      0.15     34.34    0.41    
E225     143      229      0.12     27.48    0.33    
E226     143      149      0.23     51.07    0.61    
E227     144      145      0.05     11.60    0.14    
E228     145      152      0.29     65.09    0.78    
E229     146      148      0.05     10.89    0.13    
E230     147      154      0.94     208.00   2.50    
E231     147      158      0.42     93.73    1.13    
E232     148      150      0.23     50.66    0.61    
E233     149      230      0.13     28.12    0.34    
E234     149      156      0.21     47.30    0.57    
E235     150      151      0.13     28.21    0.34    
E236     150      152      0.46     103.10   1.24    
E237     150      160      0.36     80.62    0.97    
E238     151      155      0.46     101.11   1.22    
E239     152      153      0.11     24.97    0.30    
E240     152      161      0.38     83.43    1.00    
E241     153      154      0.03     5.71     0.07    
E242     154      162      0.74     164.35   1.98    
E243     155      231      0.05     10.31    0.12    
E244     155      232      0.15     32.45    0.39    
E245     156      231      0.13     28.50    0.34    
E246     156      157      0.14     30.25    0.36    
E247     157      234      0.13     29.90    0.36    
E248     157      222      0.13     28.44    0.34    
E249     158      255      0.18     39.34    0.47    
E250     159      223      0.13     29.43    0.35    
E251     160      161      0.04     9.15     0.11    
E252     162      255      0.28     63.12    0.76    
E253     162      251      0.49     108.97   1.31    
E254     163      164      0.04     9.37     0.11    
E255     218      274      0.13     29.52    0.35    
E256     165      251      0.07     16.05    0.19    
E257     165      166      0.67     147.70   1.78    
E258     166      167      0.25     54.47    0.65    
E259     220      221      0.12     27.63    0.33    
E260     220      222      0.21     47.66    0.57    
E261     221      223      0.22     47.91    0.58    
E262     222      223      0.13     29.85    0.36    
E263     222      224      0.22     48.10    0.58    
E264     223      225      0.22     48.43    0.58    
E265     224      225      0.13     28.41    0.34    
E266     224      226      0.22     47.79    0.57    
E267     225      227      0.21     47.35    0.57    
E268     226      227      0.13     29.71    0.36    
E269     243      244      0.26     58.17    0.70    
E270     168      271      0.47     104.50   1.26    
E271     168      169      0.54     120.87   1.45    
E272     168      170      0.36     79.76    0.96    
E273     169      171      0.12     25.63    0.31    
E274     169      173      0.77     170.77   2.05    
E275     170      171      0.61     135.95   1.63    
E276     171      172      0.50     112.01   1.35    
E277     173      175      0.02     5.39     0.06    
E278     174      175      0.05     10.16    0.12    
E279     177      178      0.05     10.92    0.13    
E280     179      182      0.26     58.45    0.70    
E281     180      267      0.02     3.79     0.05    
E282     181      183      0.26     56.75    0.68    
E283     181      187      0.26     56.59    0.68    
E284     182      265      0.19     41.28    0.50    
E285     182      186      0.36     80.51    0.97    
E286     183      208      0.25     55.78    0.67    
E287     183      185      0.26     57.88    0.70    
E288     183      190      0.25     56.55    0.68    
E289     184      188      0.09     19.72    0.24    
E290     185      211      0.26     57.59    0.69    
E291     185      196      0.27     58.84    0.71    
E292     186      198      0.61     135.34   1.63    
E293     187      190      0.26     56.88    0.68    
E294     187      198      0.26     57.03    0.69    
E295     188      213      0.06     13.38    0.16    
E296     188      201      0.34     75.41    0.91    
E297     189      191      0.10     22.39    0.27    
E298     190      196      0.19     41.42    0.50    
E299     191      213      0.46     102.36   1.23    
E300     198      202      0.36     79.72    0.96    
E301     198      203      0.25     54.53    0.66    
E302     199      200      0.05     10.21    0.12    
E303     200      238      0.10     21.58    0.26    
E304     202      214      0.26     57.25    0.69    
E305     203      214      0.28     62.29    0.75    
E306     204      205      0.34     75.45    0.91    
E307     205      238      0.14     31.09    0.37    
E308     206      207      0.04     9.40     0.11    
E309     3        196      0.14     32.09    0.39    
E310     3        202      0.12     27.65    0.33    

EDGE     From N.  To N.    T. COST 
NrE1     250      254      0.05    
NrE2     250      252      1.03    
NrE3     254      256      1.40    
NrE4     256      258      0.29    
NrE5     5        6        0.42    
NrE6     5        167      1.24    
NrE7     6        252      0.06    
NrE8     7        91       0.71    
NrE9     259      260      0.05    
NrE10    261      262      0.05    
NrE11    91       217      0.05    
NrE12    106      217      0.18    
NrE13    106      258      0.18    
NrE14    1        245      0.05    
NrE15    1        2        0.04    
NrE16    2        242      0.17    
NrE17    2        91       0.06    
NrE18    3        7        0.25    
NrE19    4        7        10.63   

ReA.     FROM N.  TO N.    T. COST  DEMAND   S.COST  
A1       247      62       0.08     17.08    0.21    
A2       247      68       0.55     122.71   1.47    
A3       15       136      0.49     108.96   1.31    
A4       272      70       0.34     75.88    0.91    
A5       273      58       0.59     129.88   1.56    
A6       215      261      0.14     29.98    0.36    
A7       259      262      0.20     44.68    0.54    
A8       260      89       0.25     55.68    0.67    
A9       261      260      0.20     44.15    0.53    
A10      262      94       0.12     27.51    0.33    
A11      269      178      0.16     35.55    0.43    
A12      270      192      0.44     98.68    1.19    
A13      245      92       0.07     14.85    0.18    
A14      13       164      0.68     151.27   1.82    
A15      60       61       0.13     29.44    0.35    
A16      61       64       0.46     102.69   1.23    
A17      62       273      0.04     9.10     0.11    
A18      64       247      0.05     12.16    0.15    
A19      64       95       1.17     259.85   3.12    
A20      65       219      0.19     42.38    0.51    
A21      67       65       0.07     15.08    0.18    
A22      68       71       0.35     76.61    0.92    
A23      70       67       0.35     76.72    0.92    
A24      71       72       0.34     76.21    0.92    
A25      72       76       0.34     74.86    0.90    
A26      74       272      0.34     75.58    0.91    
A27      76       194      0.35     78.39    0.94    
A28      77       74       0.24     53.28    0.64    
A29      79       244      0.23     52.06    0.63    
A30      81       200      0.35     76.66    0.92    
A31      82       199      0.35     78.54    0.94    
A32      83       247      0.76     169.04   2.03    
A33      84       86       0.34     75.46    0.91    
A34      85       201      0.28     61.25    0.74    
A35      86       88       0.34     74.90    0.90    
A36      87       85       0.33     73.86    0.89    
A37      88       90       0.35     77.40    0.93    
A38      89       87       0.35     77.15    0.93    
A39      90       259      0.24     53.57    0.64    
A40      92       215      0.13     29.45    0.35    
A41      93       83       0.38     83.46    1.00    
A42      94       97       0.05     10.22    0.12    
A43      95       114      0.37     81.16    0.98    
A44      96       97       0.07     15.36    0.18    
A45      97       110      0.64     142.77   1.72    
A46      98       93       0.09     19.72    0.24    
A47      110      113      0.10     23.01    0.28    
A48      111      98       0.28     61.83    0.74    
A49      113      118      0.27     58.80    0.71    
A50      114      15       0.19     41.99    0.50    
A51      116      100      0.71     157.51   1.89    
A52      117      116      0.07     15.11    0.18    
A53      118      120      0.05     10.16    0.12    
A54      120      123      0.34     74.53    0.90    
A55      121      111      0.17     37.45    0.45    
A56      122      117      0.31     69.28    0.83    
A57      123      124      0.07     14.91    0.18    
A58      124      128      0.31     69.23    0.83    
A59      126      122      0.40     89.26    1.07    
A60      128      133      0.37     82.65    0.99    
A61      130      126      0.23     50.81    0.61    
A62      133      137      0.38     84.54    1.02    
A63      135      121      0.47     104.14   1.25    
A64      136      148      0.24     52.74    0.63    
A65      137      144      0.24     53.28    0.64    
A66      139      130      0.86     190.38   2.29    
A67      141      207      0.73     161.41   1.94    
A68      145      139      0.19     41.49    0.50    
A69      146      135      0.27     60.02    0.72    
A70      160      163      0.60     133.30   1.60    
A71      163      8        0.69     154.02   1.85    
A72      164      161      0.60     132.73   1.60    
A73      219      62       0.35     77.89    0.94    
A74      244      193      0.09     19.46    0.23    
A75      172      174      0.04     8.66     0.10    
A76      174      177      0.33     74.21    0.89    
A77      177      270      0.16     35.51    0.43    
A78      178      175      0.34     75.15    0.90    
A79      192      77       0.11     24.80    0.30    
A80      192      194      0.04     9.28     0.11    
A81      193      269      0.44     98.57    1.18    
A82      193      192      0.06     12.27    0.15    
A83      194      195      0.05     12.07    0.15    
A84      194      206      0.67     148.75   1.79    
A85      195      81       0.32     71.68    0.86    
A86      195      193      0.04     9.55     0.11    
A87      197      79       0.23     51.13    0.61    
A88      199      197      0.11     25.41    0.31    
A89      200      84       0.35     77.02    0.93    
A90      201      82       0.06     13.72    0.16    
A91      206      142      0.73     162.46   1.95    
A92      207      195      0.67     147.63   1.77    

ARC      FROM N.  TO N.    T. COST 
NrA1     251      252      0.05    
NrA2     252      253      0.06    
NrA3     253      250      1.00    
NrA4     254      255      0.31    
NrA5     256      242      0.48    
NrA6     257      258      0.17    
NrA7     246      253      0.10    
NrA8     246      6        0.07    
NrA9     5        246      0.39    
NrA10    6        165      0.04    
NrA11    216      96       0.06    
NrA12    216      215      0.05    
NrA13    217      1        0.00    
NrA14    92       96       0.09    
NrA15    94       216      0.01    
NrA16    96       99       0.12    
NrA17    96       100      0.07    
NrA18    99       104      0.11    
NrA19    100      104      0.08    
NrA20    104      106      0.04    
NrA21    106      242      0.04    
NrA22    1        99       0.08    
