  id            u            v       length      demanda           CS           CA   oneway     status
  65   26   25    60.061650    39.977034     0.480493     0.180185    False  undefined
  66   26   237    44.457463    29.590887     0.355660     0.133372    False  undefined
  67   26   226    43.005541    28.624488     0.344044     0.129017    False  undefined
  68   26   29    71.636961    47.681561     0.573096     0.214911    False  undefined
  69   27   24    70.386540    46.849281     0.563092     0.211160    False  undefined
  70   27   28    51.411108    34.219234     0.411289     0.154233    False  undefined
  71   27   32    73.951472    49.222100     0.591612     0.221854    False  undefined
  72   27   227    44.005619    29.290140     0.352045     0.132017    False  undefined
  73   28   27    51.411108    34.219234     0.411289     0.154233    False  undefined
  74   29   32   133.058502    88.563739     1.064468     0.399176    False  undefined
  75   29   35    74.931665    49.874516     0.599453     0.224795    False  undefined
  76   29   26    71.636961    47.681561     0.573096     0.214911    False  undefined
  77   30   276    54.096205    36.006434     0.432770     0.162289    False  undefined
  78   30   25    97.069752    64.609627     0.776558     0.291209    False  undefined
  79   30   38   130.509933    86.867412     1.044079     0.391530    False  undefined
  80   238   239   116.129202    77.295597     0.929034     0.348388    False  undefined
  81   238   200    32.418747    21.577918     0.259350     0.097256    False  undefined
  82   238   205    46.716047    31.094201     0.373728     0.140148    False  undefined
  83   239   238   116.129202    77.295597     0.929034     0.348388    False  undefined
  84   239   84    33.618405    22.376410     0.268947     0.100855    False  undefined
  85   239   128   268.005079   178.384180     2.144041     0.804015    False  undefined
  86   240   16    37.704548    25.096147     0.301636     0.113114    False  undefined
  87   240   241    73.258174    48.760640     0.586065     0.219775    False  undefined
  88   240   228    41.089937    27.349462     0.328719     0.123270    False  undefined
  89   31   276    61.224963    40.751336     0.489800     0.183675    False  undefined
  90   31   163   113.191345    75.340159     0.905531     0.339574    False  undefined
  91   31   151   285.109509   189.768889     2.280876     0.855329    False  undefined
  92   31   45   288.434368   191.981915     2.307475     0.865303    False  undefined
  93   242       2    57.096382     0.000000     0.456771     0.171289     True   passagem
  94   241   17    17.551248    11.682111     0.140410     0.052654    False  undefined
  95   241   240    73.258174    48.760640     0.586065     0.219775    False  undefined
  96   241   229    43.198438    28.752881     0.345588     0.129595    False  undefined
  97   33   153   300.161726   199.787645     2.401294     0.900485    False  undefined
  98   33   164   110.305045    73.419038     0.882440     0.330915    False  undefined
  99   33   166   159.729873   106.316204     1.277839     0.479190    False  undefined
 100   32   27    73.951472    49.222100     0.591612     0.221854    False  undefined
 101   32   29   133.058502    88.563739     1.064468     0.399176    False  undefined
 102   32   34    63.760576    42.439039     0.510085     0.191282    False  undefined
 103   32   36    73.797141    49.119377     0.590377     0.221391    False  undefined
 104   34   32    63.760576    42.439039     0.510085     0.191282    False  undefined
 105   35   29    74.931665    49.874516     0.599453     0.224795    False  undefined
 106   35   36   133.530085    88.877625     1.068241     0.400590    False  undefined
 107   35   38    75.074714    49.969729     0.600598     0.225224    False  undefined
 108   36   32    73.797141    49.119377     0.590377     0.221391    False  undefined
 109   36   35   133.530085    88.877625     1.068241     0.400590    False  undefined
 110   36   37    60.990825    40.595493     0.487927     0.182972    False  undefined
 111   36   39    73.425913    48.872288     0.587407     0.220278    False  undefined
 112   37   36    60.990825    40.595493     0.487927     0.182972    False  undefined
 113   38   39   133.758532    89.029679     1.070068     0.401276    False  undefined
 114   38   41    72.500158    48.256105     0.580001     0.217500    False  undefined
 115   38   30   130.509933    86.867412     1.044079     0.391530    False  undefined
 116   38   35    75.074714    49.969729     0.600598     0.225224    False  undefined
 117   39   36    73.425913    48.872288     0.587407     0.220278    False  undefined
 118   39   38   133.758532    89.029679     1.070068     0.401276    False  undefined
 119   39   40    71.475915    47.574369     0.571807     0.214428    False  undefined
 120   40   39    71.475915    47.574369     0.571807     0.214428    False  undefined
 121   40   42    65.486458    43.587787     0.523892     0.196459    False  undefined
 122   40   43    63.733996    42.421348     0.509872     0.191202    False  undefined
 123   41   38    72.500158    48.256105     0.580001     0.217500    False  undefined
 124   41   12    86.927995    57.859274     0.695424     0.260784    False  undefined
 125   41   279   137.850007    91.752965     1.102800     0.413550    False  undefined
 126   42   40    65.486458    43.587787     0.523892     0.196459    False  undefined
 127   43   40    63.733996    42.421348     0.509872     0.191202    False  undefined
 128   43   44    22.035043    14.666525     0.176280     0.066105    False  undefined
 129   43   249   659.553813   438.999018     5.276431     1.978661    False  undefined
 130   44   43    22.035043    14.666525     0.176280     0.066105    False  undefined
 131   44   278    50.248025    33.445085     0.401984     0.150744    False  undefined
 132   44   279    51.105605    34.015890     0.408845     0.153317    False  undefined
 133   45   11    51.555272    34.315189     0.412442     0.154666    False  undefined
 134   45   8   104.360427    69.462300     0.834883     0.313081    False  undefined
 135   45   31   288.434368   191.981915     2.307475     0.865303    False  undefined
 136    5    6   140.106655     0.000000     1.120853     0.420320    False   passagem
 137    5   246   131.546727     0.000000     1.052374     0.394640     True   passagem
 138    5   167   412.416898     0.000000     3.299335     1.237251    False   passagem
 139    6   252    18.504131     0.000000     0.148033     0.055512    False   passagem
 140    6    5   140.106655     0.000000     1.120853     0.420320    False   passagem
 141    6   165    13.799968     0.000000     0.110400     0.041400     True   passagem
 142   208   211   106.679550    71.005908     0.853436     0.320039    False  undefined
 143   208   183    83.801695    55.778408     0.670414     0.251405    False  undefined
 144   208   263   135.106000    89.926553     1.080848     0.405318    False  undefined
 145   209   210    75.228109    50.071829     0.601825     0.225684    False  undefined
 146   209   267    57.383502    38.194459     0.459068     0.172151    False  undefined
 147   209   213   131.500172    87.526514     1.052001     0.394501    False  undefined
 148   210   209    75.228109    50.071829     0.601825     0.225684    False  undefined
 149   210   212    73.903011    49.189844     0.591224     0.221709    False  undefined
 150   210   265     8.642775     5.752631     0.069142     0.025928    False  undefined
 151   211   208   106.679550    71.005908     0.853436     0.320039    False  undefined
 152   211   185    86.522540    57.589403     0.692180     0.259568    False  undefined
 153   211   263   151.195756   100.635895     1.209566     0.453587    False  undefined
 154    7   91   112.012465     0.000000     0.896100     0.336037    False   passagem
 155    7       3    83.645551     0.000000     0.669164     0.250937     True   passagem
 156    7       4  3544.902800     0.000000    28.359222    10.634708    False   passagem
 157   212   210    73.903011    49.189844     0.591224     0.221709    False  undefined
 158   213   188    20.105926    13.382504     0.160847     0.060318    False  undefined
 159   213   191   153.786609   102.360367     1.230293     0.461360    False  undefined
 160   213   209   131.500172    87.526514     1.052001     0.394501    False  undefined
 161   271   168   157.000815   104.499743     1.256007     0.471002    False  undefined
 162   272   70   114.002197    75.879862     0.912018     0.342007     True  undefined
 163   272   72    15.135578    10.074241     0.121085     0.045407    False  undefined
 164   273   55    68.441797    45.554860     0.547534     0.205325    False  undefined
 165   273   58   195.134833   129.881745     1.561079     0.585404     True  undefined
 166   274   275    53.978787    35.928281     0.431830     0.161936    False  undefined
 167   274   51   108.016488    71.895774     0.864132     0.324049    False  undefined
 168   274   218    44.345883    29.516619     0.354767     0.133038    False  undefined
 169   275   274    53.978787    35.928281     0.431830     0.161936    False  undefined
 170   276   30    54.096205    36.006434     0.432770     0.162289    False  undefined
 171   276   31    61.224963    40.751336     0.489800     0.183675    False  undefined
 172   276   277   205.283862   136.636938     1.642271     0.615852    False  undefined
 173   277   276   205.283862   136.636938     1.642271     0.615852    False  undefined
 174   214   245    39.650633    26.391461     0.317205     0.118952    False  undefined
 175   214   202    86.011449    57.249221     0.688092     0.258034    False  undefined
 176   214   203    93.577582    62.285238     0.748621     0.280733    False  undefined
 177   215   261    45.039534    29.978314     0.360316     0.135119     True  undefined
 178   9   18    77.063833    51.293687     0.616511     0.231192    False  undefined
 179   9   149    44.857670    29.857265     0.358861     0.134573    False  undefined
 180   9   157    71.301566    47.458322     0.570413     0.213905    False  undefined
 181   9   220    42.915541    28.564584     0.343324     0.128747    False  undefined
 182   216   96    19.381249     0.000000     0.155050     0.058144     True   passagem
 183   216   215    17.390792     0.000000     0.139126     0.052172     True   passagem
 184   217   91   138.606511     0.000000     1.108852     0.415820    False   passagem
 185   217   106    60.737757     0.000000     0.485902     0.182213    False   passagem
 186   217       1     0.284806     0.000000     0.002278     0.000854     True   passagem
 187   10   18    72.832927    48.477596     0.582663     0.218499    False  undefined
 188   10   132    45.321304    30.165860     0.362570     0.135964    False  undefined
 189   10   138   126.408800    84.137698     1.011270     0.379226    False  undefined
 190   11   45    51.555272    34.315189     0.412442     0.154666    False  undefined
 191   11   12    35.614076    23.704729     0.284913     0.106842    False  undefined
 192   11   249   115.569819    76.923272     0.924559     0.346709    False  undefined
 193   12   41    86.927995    57.859274     0.695424     0.260784    False  undefined
 194   12   11    35.614076    23.704729     0.284913     0.106842    False  undefined
 195   12   278   157.394586   104.761837     1.259157     0.472184    False  undefined
 196   259   260    15.127835     0.000000     0.121023     0.045384    False   passagem
 197   259   262    67.128615    44.680806     0.537029     0.201386     True  undefined
 198   260   259    15.127835     0.000000     0.121023     0.045384    False   passagem
 199   260   89    83.656540    55.681793     0.669252     0.250970     True  undefined
 200   261   260    66.329641    44.149009     0.530637     0.198989     True  undefined
 201   261   262    15.234697     0.000000     0.121878     0.045704    False   passagem
 202   262   261    15.234697     0.000000     0.121878     0.045704    False   passagem
 203   262   94    41.326910    27.507192     0.330615     0.123981     True  undefined
 204   263   264    55.640263    37.034159     0.445122     0.166921    False  undefined
 205   263   211   151.195756   100.635895     1.209566     0.453587    False  undefined
 206   263   208   135.106000    89.926553     1.080848     0.405318    False  undefined
 207   264   263    55.640263    37.034159     0.445122     0.166921    False  undefined
 208   265   210     8.642775     5.752631     0.069142     0.025928    False  undefined
 209   265   266   100.148017    66.658520     0.801184     0.300444    False  undefined
 210   265   182    62.017765    41.279025     0.496142     0.186053    False  undefined
 211   266   265   100.148017    66.658520     0.801184     0.300444    False  undefined
 212   267   209    57.383502    38.194459     0.459068     0.172151    False  undefined
 213   267   268    39.990924    26.617959     0.319927     0.119973    False  undefined
 214   267   180     5.689793     3.787126     0.045518     0.017069    False  undefined
 215   268   267    39.990924    26.617959     0.319927     0.119973    False  undefined
 216   269   270    16.953618    11.284328     0.135629     0.050861    False  undefined
 217   269   178    53.406897    35.547631     0.427255     0.160221     True  undefined
 218   270   269    16.953618    11.284328     0.135629     0.050861    False  undefined
 219   270   192   148.264589    98.684910     1.186117     0.444794     True  undefined
 220   278   44    50.248025    33.445085     0.401984     0.150744    False  undefined
 221   278   12   157.394586   104.761837     1.259157     0.472184    False  undefined
 222   278   279    21.737312    14.468355     0.173898     0.065212    False  undefined
 223   279   41   137.850007    91.752965     1.102800     0.413550    False  undefined
 224   279   44    51.105605    34.015890     0.408845     0.153317    False  undefined
 225   279   278    21.737312    14.468355     0.173898     0.065212    False  undefined
 226   248   249   157.706371   104.969360     1.261651     0.473119    False  undefined
 227   249   248   157.706371   104.969360     1.261651     0.473119    False  undefined
 228   249   11   115.569819    76.923272     0.924559     0.346709    False  undefined
 229   249   43   659.553813   438.999018     5.276431     1.978661    False  undefined
 230   228   240    41.089937    27.349462     0.328719     0.123270    False  undefined
 231   228   229    73.318125    48.800544     0.586545     0.219954    False  undefined
 232   228   132    44.060372    29.326583     0.352483     0.132181    False  undefined
 233   229   241    43.198438    28.752881     0.345588     0.129595    False  undefined
 234   229   228    73.318125    48.800544     0.586545     0.219954    False  undefined
 235   229   230    76.386455    50.842825     0.611092     0.229159    False  undefined
 236   229   143    41.283707    27.478435     0.330270     0.123851    False  undefined
 237   230   19    38.015921    25.303397     0.304127     0.114048    False  undefined
 238   230   229    76.386455    50.842825     0.611092     0.229159    False  undefined
 239   230   231    71.403690    47.526296     0.571230     0.214211    False  undefined
 240   230   149    42.252454    28.123233     0.338020     0.126757    False  undefined
 241   231   230    71.403690    47.526296     0.571230     0.214211    False  undefined
 242   231   155    15.484956    10.306786     0.123880     0.046455    False  undefined
 243   231   156    42.813038    28.496358     0.342504     0.128439    False  undefined
 244   232   233    60.426608    40.219950     0.483413     0.181280    False  undefined
 245   232   235    56.467991    37.585095     0.451744     0.169404    False  undefined
 246   232   155    48.750615    32.448410     0.390005     0.146252    False  undefined
 247   233   232    60.426608    40.219950     0.483413     0.181280    False  undefined
 248   233   234    29.110832    19.376170     0.232887     0.087332    False  undefined
 249   233   236    54.626494    36.359395     0.437012     0.163879    False  undefined
 250   234   23    26.780880    17.825354     0.214247     0.080343    False  undefined
 251   234   233    29.110832    19.376170     0.232887     0.087332    False  undefined
 252   234   157    44.926231    29.902899     0.359410     0.134779    False  undefined
 253   235   25    48.272403    32.130112     0.386179     0.144817    False  undefined
 254   235   232    56.467991    37.585095     0.451744     0.169404    False  undefined
 255   235   236    43.880611    29.206935     0.351045     0.131642    False  undefined
 256   236   233    54.626494    36.359395     0.437012     0.163879    False  undefined
 257   236   235    43.880611    29.206935     0.351045     0.131642    False  undefined
 258   236   237    29.581643    19.689542     0.236653     0.088745    False  undefined
 259   237   23    28.068797    18.682591     0.224550     0.084206    False  undefined
 260   237   26    44.457463    29.590887     0.355660     0.133372    False  undefined
 261   237   236    29.581643    19.689542     0.236653     0.088745    False  undefined
 262   245   214    39.650633    26.391461     0.317205     0.118952    False  undefined
 263   245   92    22.307807    14.848076     0.178462     0.066923     True  undefined
 264   13   8    18.470737    12.294122     0.147766     0.055412    False  undefined
 265   13   164   227.274869   151.274153     1.818199     0.681825     True  undefined
 266   13   167    76.555832    50.955562     0.612447     0.229667    False  undefined
 267   46   174   229.233234   152.577641     1.833866     0.687700    False  undefined
 268   46   52   136.902381    91.122225     1.095219     0.410707    False  undefined
 269   46   170   173.263791   115.324380     1.386110     0.519791    False  undefined
 270   47   48    26.239473    17.464993     0.209916     0.078718    False  undefined
 271   48   47    26.239473    17.464993     0.209916     0.078718    False  undefined
 272   48   58   112.886850    75.137488     0.903095     0.338661    False  undefined
 273   48   55   166.246482   110.653658     1.329972     0.498739    False  undefined
 274   49   176    41.921062    27.902659     0.335368     0.125763    False  undefined
 275   49   50    99.599822    66.293641     0.796799     0.298799    False  undefined
 276   49   56    74.640963    49.681025     0.597128     0.223923    False  undefined
 277   50   176    83.313293    55.453328     0.666506     0.249940    False  undefined
 278   50   49    99.599822    66.293641     0.796799     0.298799    False  undefined
 279   50   179    95.216735    63.376259     0.761734     0.285650    False  undefined
 280   51   54    55.688108    37.066005     0.445505     0.167064    False  undefined
 281   51   274   108.016488    71.895774     0.864132     0.324049    False  undefined
 282   51   59   159.777726   106.348054     1.278222     0.479333    False  undefined
 283   52   177   155.979088   103.819681     1.247833     0.467937    False  undefined
 284   52   66   142.083027    94.570463     1.136664     0.426249    False  undefined
 285   52   46   136.902381    91.122225     1.095219     0.410707    False  undefined
 286   53   243   159.135913   105.920863     1.273087     0.477408    False  undefined
 287   53   178   112.711430    75.020728     0.901691     0.338134    False  undefined
 288   53   173   165.347475   110.055280     1.322780     0.496042    False  undefined
 289   53   197   222.520304   148.109515     1.780162     0.667561    False  undefined
 290   54   51    55.688108    37.066005     0.445505     0.167064    False  undefined
 291   54   65    90.105229    59.974040     0.720842     0.270316    False  undefined
 292   54   57   100.889959    67.152357     0.807120     0.302670    False  undefined
 293   55   273    68.441797    45.554860     0.547534     0.205325    False  undefined
 294   55   48   166.246482   110.653658     1.329972     0.498739    False  undefined
 295   55   218   149.531702    99.528301     1.196254     0.448595    False  undefined
 296   56   176    58.820986    39.151248     0.470568     0.176463    False  undefined
 297   56   181   142.243631    94.677360     1.137949     0.426731    False  undefined
 298   56   49    74.640963    49.681025     0.597128     0.223923    False  undefined
 299   57   218   104.799171    69.754329     0.838393     0.314398    False  undefined
 300   57   219    69.770051    46.438946     0.558160     0.209310    False  undefined
 301   57   54   100.889959    67.152357     0.807120     0.302670    False  undefined
 302   57   62    97.158414    64.668641     0.777267     0.291475    False  undefined
 303   58   60    21.650899    14.410838     0.173207     0.064953    False  undefined
 304   58   48   112.886850    75.137488     0.903095     0.338661    False  undefined
 305   59   70    96.195549    64.027757     0.769564     0.288587    False  undefined
 306   59   51   159.777726   106.348054     1.278222     0.479333    False  undefined
 307   59   66   227.983745   151.745981     1.823870     0.683951    False  undefined
 308   60   58    21.650899    14.410838     0.173207     0.064953    False  undefined
 309   60   61    44.232882    29.441406     0.353863     0.132699     True  undefined
 310   60   73   126.773157    84.380213     1.014185     0.380319    False  undefined
 311   61   64   154.280301   102.688968     1.234242     0.462841     True  undefined
 312   61   102   464.381890   309.092586     3.715055     1.393146    False  undefined
 313   62   273    13.668724     9.097903     0.109350     0.041006     True  undefined
 314   62   57    97.158414    64.668641     0.777267     0.291475    False  undefined
 315   63   176    85.966851    57.219536     0.687735     0.257901    False  undefined
 316   63   179   119.973936    79.854652     0.959791     0.359922    False  undefined
 317   63   186    85.037880    56.601213     0.680303     0.255114    False  undefined
 318   63   187   202.717316   134.928645     1.621739     0.608152    False  undefined
 319   64   247    18.268103    12.159250     0.146145     0.054804     True  undefined
 320   64   95   390.393128   259.845666     3.123145     1.171179     True  undefined
 321   65   54    90.105229    59.974040     0.720842     0.270316    False  undefined
 322   65   219    63.673867    42.381326     0.509391     0.191022     True  undefined
 323   66   69    21.013353    13.986487     0.168107     0.063040    False  undefined
 324   66   52   142.083027    94.570463     1.136664     0.426249    False  undefined
 325   66   59   227.983745   151.745981     1.823870     0.683951    False  undefined
 326   67   65    22.651204    15.076641     0.181210     0.067954     True  undefined
 327   67   68    14.453276     9.620101     0.115626     0.043360    False  undefined
 328   68   67    14.453276     9.620101     0.115626     0.043360    False  undefined
 329   68   71   115.105443    76.614183     0.920844     0.345316     True  undefined
 330   68   83   153.727934   102.321313     1.229823     0.461184    False  undefined
 331   69   66    21.013353    13.986487     0.168107     0.063040    False  undefined
 332   69   74    45.987472    30.609261     0.367900     0.137962    False  undefined
 333   69   77    94.636675    62.990171     0.757093     0.283910    False  undefined
 334   70   59    96.195549    64.027757     0.769564     0.288587    False  undefined
 335   70   67   115.263774    76.719568     0.922110     0.345791     True  undefined
 336   70   71    14.761162     9.825030     0.118089     0.044283    False  undefined
 337   71   70    14.761162     9.825030     0.118089     0.044283    False  undefined
 338   71   72   114.495870    76.208451     0.915967     0.343488     True  undefined
 339   71   98   249.431191   166.021400     1.995450     0.748294    False  undefined
 340   72   272    15.135578    10.074241     0.121085     0.045407    False  undefined
 341   72   76   112.473889    74.862621     0.899791     0.337422     True  undefined
 342   72   101   240.525320   160.093653     1.924203     0.721576    False  undefined
 343   73   103   322.748394   214.821331     2.581987     0.968245    False  undefined
 344   73   60   126.773157    84.380213     1.014185     0.380319    False  undefined
 345   73   78   134.570451    89.570092     1.076564     0.403711    False  undefined
 346   74   272   113.549087    75.578272     0.908393     0.340647     True  undefined
 347   74   69    45.987472    30.609261     0.367900     0.137962    False  undefined
 348   74   76    13.611569     9.059861     0.108893     0.040835    False  undefined
 349   75   182    77.752640    51.752158     0.622021     0.233258    False  undefined
 350   75   189    28.000803    18.637334     0.224006     0.084002    False  undefined
 351   75   191    16.350406    10.882830     0.130803     0.049051    False  undefined
 352   76   14   235.037660   156.441067     1.880301     0.705113    False  undefined
 353   76   74    13.611569     9.059861     0.108893     0.040835    False  undefined
 354   76   194   117.767624    78.386130     0.942141     0.353303     True  undefined
 355   77   69    94.636675    62.990171     0.757093     0.283910    False  undefined
 356   77   74    80.045546    53.278315     0.640364     0.240137     True  undefined
 357   78   112   347.952320   231.597064     2.783619     1.043857    False  undefined
 358   78   112   347.952320   231.597064     2.783619     1.043857    False  undefined
 359   78   73   134.570451    89.570092     1.076564     0.403711    False  undefined
 360   79   81    15.425182    10.267001     0.123401     0.046276    False  undefined
 361   79   243    43.940032    29.246485     0.351520     0.131820    False  undefined
 362   79   244    78.213084    52.058629     0.625705     0.234639     True  undefined
 363   80   89    99.187493    66.019195     0.793500     0.297562    False  undefined
 364   80   186    82.110533    54.652771     0.656884     0.246332    False  undefined
 365   80   189    94.716781    63.043490     0.757734     0.284150    False  undefined
 366   80   203   202.366247   134.694974     1.618930     0.607099    False  undefined
 367   81   79    15.425182    10.267001     0.123401     0.046276    False  undefined
 368   81   200   115.168183    76.655943     0.921345     0.345505     True  undefined
 369   81   204    86.576482    57.625306     0.692612     0.259729    False  undefined
 370   82   84    15.205385    10.120704     0.121643     0.045616    False  undefined
 371   82   199   117.994011    78.536814     0.943952     0.353982     True  undefined
 372   83   247   253.971569   169.043476     2.031773     0.761915     True  undefined
 373   83   68   153.727934   102.321313     1.229823     0.461184    False  undefined
 374   84   239    33.618405    22.376410     0.268947     0.100855    False  undefined
 375   84   82    15.205385    10.120704     0.121643     0.045616    False  undefined
 376   84   86   113.370238    75.459230     0.906962     0.340111     True  undefined
 377   85   86    15.081891    10.038507     0.120655     0.045246    False  undefined
 378   85   201    92.025983    61.252494     0.736208     0.276078     True  undefined
 379   86   85    15.081891    10.038507     0.120655     0.045246    False  undefined
 380   86   88   112.527044    74.898001     0.900216     0.337581     True  undefined
 381   86   123   240.509568   160.083169     1.924077     0.721529    False  undefined
 382   87   85   110.971602    73.862698     0.887773     0.332915     True  undefined
 383   87   88    15.021414     9.998253     0.120171     0.045064    False  undefined
 384   87   191   111.852796    74.449221     0.894822     0.335558    False  undefined
 385   88   87    15.021414     9.998253     0.120171     0.045064    False  undefined
 386   88   90   116.290867    77.403201     0.930327     0.348873     True  undefined
 387   88   118   179.769434   119.654536     1.438155     0.539308    False  undefined
 388   89   80    99.187493    66.019195     0.793500     0.297562    False  undefined
 389   89   87   115.911458    77.150667     0.927292     0.347734     True  undefined
 390   89   90    14.953461     9.953023     0.119628     0.044860    False  undefined
 391   90   259    80.486492    53.571809     0.643892     0.241459     True  undefined
 392   90   89    14.953461     9.953023     0.119628     0.044860    False  undefined
 393   90   110   119.215318    79.349715     0.953723     0.357646    False  undefined
 394   91    7   112.012465     0.000000     0.896100     0.336037    False   passagem
 395   91   217   138.606511     0.000000     1.108852     0.415820    False   passagem
 396   92   215    44.241337    29.447034     0.353931     0.132724     True  undefined
 397   92   96    31.055493     0.000000     0.248444     0.093166     True   passagem
 398   93   83   125.397380    83.464496     1.003179     0.376192     True  undefined
 399   93   95    13.569126     9.031610     0.108553     0.040707    False  undefined
 400   94   216     4.361867     0.000000     0.034895     0.013086     True   passagem
 401   94   97    15.351057    10.217664     0.122808     0.046053     True  undefined
 402   95   93    13.569126     9.031610     0.108553     0.040707    False  undefined
 403   95   102   112.085622    74.604190     0.896685     0.336257    False  undefined
 404   95   114   121.937864    81.161843     0.975503     0.365814     True  undefined
 405   96   97    23.071068    15.356103     0.184569     0.069213     True  undefined
 406   96   99    40.031548     0.000000     0.320252     0.120095     True   passagem
 407   96   100    22.549300     0.000000     0.180394     0.067648     True   passagem
 408   97   110   214.499629   142.770953     1.715997     0.643499     True  undefined
 409   98   71   249.431191   166.021400     1.995450     0.748294    False  undefined
 410   98   93    29.623810    19.717608     0.236990     0.088871     True  undefined
 411   99   104    36.923903     0.000000     0.295391     0.110772     True   passagem
 412   100   104    26.295118     0.000000     0.210361     0.078885     True   passagem
 413   101   14   116.512272    77.550568     0.932098     0.349537    False  undefined
 414   101   72   240.525320   160.093653     1.924203     0.721576    False  undefined
 415   101   121   100.727590    67.044284     0.805821     0.302183    False  undefined
 416   102   95   112.085622    74.604190     0.896685     0.336257    False  undefined
 417   102   105    46.911650    31.224394     0.375293     0.140735    False  undefined
 418   102   61   464.381890   309.092586     3.715055     1.393146    False  undefined
 419   8   45   104.360427    69.462300     0.834883     0.313081    False  undefined
 420   8   13    18.470737    12.294122     0.147766     0.055412    False  undefined
 421   103   108    39.066709    26.002801     0.312534     0.117200    False  undefined
